1.019268972895934, 2.9598386231286105e-33
1.0694445171087632, 3.1697359306211924e-33
1.1220900523681168, 3.379292197271446e-33
1.177327168900183, 3.6516199370175e-33
1.2352834424520778, 4.049222295222163e-33
1.296092728941031, 4.370622998229448e-33
1.359895473608259, 4.685829619597844e-33
1.426839035391556, 5.2077333212709674e-33
1.4970780272657735, 5.652765217543497e-33
1.5707746733372296, 6.0672542027146644e-33
1.6480991835168122, 6.519458592610028e-33
1.729230146637101, 7.044843590192368e-33
1.8143549429214723, 7.595475825129966e-33
1.903670176757807, 8.106730681219451e-33
1.9973821307763535, 9.758045971551831e-33
2.091134670944824, 1.2646518268014975e-32
2.1845109882230207, 1.6499922554268914e-32
2.2770777145734833, 2.1943611258365663e-32
2.363220521193457, 2.8662935643410364e-32
2.4526221463793814, 3.7426920571346203e-32
2.556549846578162, 4.957700177349579e-32
2.664881391406883, 6.382163374187813e-32
2.7717425699983673, 8.461455239446911e-32
2.882888859186812, 1.1187397776519976e-31
3.011619709731019, 1.386181499166676e-31
3.159872685065394, 1.4945268736442457e-31
3.3033760784530046, 1.609070114696335e-31
3.4786320401647486, 1.7411940849872583e-31
3.649874627129347, 1.85005890147342e-31
3.8202641052201525, 1.9353985421002127e-31
4.018064044328341, 1.9262796314503738e-31
4.21586124552575, 1.7645295281357498e-31
4.423395407699865, 1.5965019883921112e-31
4.6411458521377815, 1.3887581160770161e-31
4.869615495671122, 1.2692875330364932e-31
5.109332012213679, 1.2966268174522112e-31
5.360849051478077, 1.4058504168171137e-31
5.624747517686173, 1.532864308781683e-31
5.901636911226537, 1.7403628106100893e-31
6.151713569996596, 2.207300829403258e-31
6.328897413606972, 2.9631141385286785e-31
6.4969779782082195, 4.005257468504029e-31
6.684106250181968, 5.3016759371584445e-31
6.84664912421912, 6.974802338655528e-31
7.0759606276509945, 8.659621579393547e-31
7.217205953687304, 9.679956356796902e-31
7.471753464298201, 1.0795947834188203e-30
7.83956540232874, 1.3455780436801995e-30
8.225483615198808, 1.3823065345613038e-30
8.630399420330889, 1.271939182504702e-30
9.055248012021908, 1.2804896522458242e-30
9.5010106213697, 1.5172593864003668e-30
9.968716782526204, 1.823500196073399e-30
10.50523893687178, 2.080325217193134e-30
11.022380235940005, 2.2328650547622755e-30
11.564978844909426, 2.4345969584160993e-30
12.081394716609344, 2.809697276044463e-30
12.483784030627016, 3.774619246416647e-30
12.843346421200021, 4.9758376401921505e-30
13.242157789348703, 6.514723783570939e-30
13.653353041116858, 8.454555250909625e-30
14.046601774574363, 1.112543007416735e-29
14.451176998008375, 1.4857118721063e-29
14.899914693070569, 1.9868656898402118e-29
15.362586583181201, 2.578477048137128e-29
15.978623046862523, 3.377379130518252e-29
16.76520257441362, 3.504839667806139e-29
17.590503045023947, 3.496818639603767e-29
18.456430574196, 3.276005648790177e-29
19.36498510976227, 2.977402594360246e-29
20.318265050968574, 2.8753300877750643e-29
21.318472094940798, 2.814459584596206e-29
21.98045291708766, 3.0896539656206496e-29
